time,res_line/LINE1/i_to_ka
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63240,0.154695
63241,0.151789
63244,0.148886
63245,0.145984
63256,0.14894
63257,0.146039
63260,0.148986
63263,0.148986
63263,0.148986
63265,0.15194
63267,0.157881
63267,0.157881
63270,0.16087
63277,0.160832
63277,0.160832
63280,0.163748
63281,0.166664
63291,0.169569
63293,0.172491
63294,0.169506
63296,0.163558
63296,0.163558
63299,0.163461
63299,0.163461
63299,0.163461
63299,0.163461
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63300,0.157686
63302,0.154787
63307,0.148969
63307,0.148969
63309,0.151914
63311,0.148992
63313,0.148998
63313,0.148998
63314,0.146035
63317,0.143117
63319,0.146006
63321,0.148951
63322,0.146031
63323,0.143145
63326,0.140234
63330,0.143179
63332,0.14907
63332,0.14907
63335,0.157933
63335,0.157933
63335,0.157933
63336,0.163895
63336,0.163895
63338,0.166798
63342,0.16381
63343,0.169654
63343,0.169654
63346,0.16668
63347,0.169621
63349,0.172566
63350,0.175564
63351,0.172584
63353,0.169574
63353,0.169574
63353,0.169574
63355,0.172526
63356,0.169547
63358,0.172495
63359,0.175409
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63360,0.175692
63362,0.178643
63363,0.181606
63372,0.184574
63377,0.178673
63377,0.178673
63378,0.178686
63378,0.178686
63382,0.181667
63385,0.17875
63386,0.175776
63387,0.178759
63389,0.184757
63389,0.184757
63392,0.187774
63395,0.184778
63399,0.181856
63401,0.184852
63402,0.181931
63403,0.184932
63405,0.182014
63406,0.1821
63406,0.1821
63407,0.179106
63413,0.182021
63417,0.185007
63418,0.191024
63418,0.191024
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63420,0.188216
63421,0.188139
63421,0.188139
63423,0.19117
63426,0.194168
63428,0.197212
63431,0.200226
63437,0.203159
63439,0.206095
63441,0.205934
63441,0.205934
63441,0.205934
63441,0.205934
63442,0.211915
63442,0.211915
63443,0.218
63443,0.218
63444,0.214967
63446,0.217916
63447,0.214889
63448,0.211864
63449,0.208863
63451,0.202818
63451,0.202818
63453,0.214871
63453,0.214871
63454,0.211826
63456,0.214656
63457,0.217686
63458,0.217515
63458,0.217515
63459,0.214457
63463,0.211408
63465,0.208369
63466,0.20819
63466,0.20819
63469,0.211228
63470,0.208222
63477,0.211211
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63480,0.211711
63481,0.21475
63484,0.21777
63485,0.220772
63487,0.220752
63487,0.220752
63488,0.223781
63489,0.22074
63491,0.226826
63491,0.226826
63492,0.223781
63493,0.220817
63494,0.226891
63494,0.226891
63499,0.229952
63503,0.233024
63504,0.229954
63505,0.236087
63505,0.236087
63506,0.23914
63507,0.236162
63509,0.233086
63510,0.23316
63510,0.23316
63511,0.230188
63514,0.227123
63517,0.230177
63523,0.227311
63523,0.227311
63523,0.227311
63525,0.230374
63527,0.227421
63528,0.227401
63528,0.227401
63529,0.221361
63529,0.221361
63531,0.224311
63533,0.230337
63533,0.230337
63539,0.221152
63539,0.221152
63539,0.221152
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63540,0.227321
63542,0.224485
63543,0.221467
63544,0.218634
63545,0.221706
63547,0.224673
63550,0.230733
63550,0.230733
63551,0.233708
63552,0.230872
63555,0.227802
63559,0.230759
63560,0.227697
63562,0.221591
63562,0.221591
63563,0.227516
63563,0.227516
63564,0.230579
63565,0.227567
63565,0.227567
63565,0.227567
63566,0.221439
63566,0.221439
63568,0.218487
63569,0.221453
63573,0.215508
63573,0.215508
63575,0.230685
63575,0.230685
63575,0.230685
63576,0.233763
63577,0.230752
63578,0.233588
63579,0.230574
63580,0.230334
63580,0.230334
63582,0.23341
63583,0.233424
63583,0.233424
63588,0.233253
63588,0.233253
63589,0.230299
63591,0.230326
63591,0.230326
63592,0.227327
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63600,0.229899
63602,0.235999
63602,0.235999
63603,0.232936
63605,0.239054
63605,0.239054
63606,0.245242
63606,0.245242
63608,0.245115
63608,0.245115
63612,0.242049
63613,0.248033
63613,0.248033
63617,0.248091
63617,0.248091
63617,0.248091
63617,0.248091
63619,0.244992
63619,0.244992
63619,0.244992
63619,0.244992
63619,0.244992
63620,0.248073
63621,0.251162
63622,0.25115
63622,0.25115
63623,0.254182
63625,0.251204
63626,0.251305
63626,0.251305
63627,0.254385
63628,0.257424
63629,0.257325
63629,0.257325
63630,0.254251
63632,0.257284
63638,0.254212
63639,0.257299
63640,0.260394
63643,0.257413
63648,0.260521
63651,0.254562
63651,0.254562
63652,0.25765
63653,0.260629
63654,0.257649
63655,0.260758
63657,0.266847
63657,0.266847
63658,0.263863
63659,0.270113
63659,0.270113
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63660,0.26881
63661,0.265548
63661,0.265548
63661,0.265548
63662,0.268549
63662,0.268549
63662,0.268549
63667,0.271543
63668,0.271411
63668,0.271411
63671,0.26842
63672,0.271507
63673,0.271488
63673,0.271488
63681,0.274582
63683,0.277578
63687,0.274466
63691,0.277464
63693,0.274326
63694,0.277319
63696,0.274217
63697,0.280341
63697,0.280341
63698,0.28348
63699,0.280374
63700,0.277271
63701,0.283382
63701,0.283382
63703,0.274041
63703,0.274041
63703,0.274041
63704,0.277168
63705,0.274067
63706,0.270945
63707,0.264797
63707,0.264797
63708,0.261682
63711,0.261544
63711,0.261544
63712,0.258442
63713,0.261517
63715,0.255361
63715,0.255361
63717,0.252262
63718,0.249204
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63720,0.251184
63722,0.248132
63723,0.25122
63724,0.248187
63726,0.245114
63727,0.25745
63727,0.25745
63727,0.25745
63733,0.260387
63735,0.263326
63736,0.269389
63736,0.269389
63737,0.275587
63737,0.275587
63739,0.284871
63739,0.284871
63739,0.284871
63741,0.287992
63742,0.291103
63743,0.294351
63743,0.294351
63743,0.294351
63744,0.297486
63745,0.294453
63746,0.300764
63746,0.300764
63747,0.306974
63747,0.306974
63748,0.310133
63749,0.316537
63749,0.316537
63750,0.319668
63753,0.313438
63753,0.313438
63754,0.313593
63754,0.313593
63755,0.313522
63755,0.313522
63756,0.316652
63758,0.316657
63758,0.316657
63759,0.313605
63760,0.316806
63761,0.323119
63761,0.323119
63762,0.323259
63762,0.323259
63763,0.320201
63764,0.323336
63765,0.326511
63770,0.323295
63774,0.326484
63775,0.320216
63775,0.320216
63776,0.323121
63779,0.326159
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63780,0.323751
63781,0.320696
63782,0.323882
63788,0.326941
63789,0.329851
63789,0.329851
63789,0.329851
63790,0.332898
63791,0.339013
63791,0.339013
63793,0.339191
63793,0.339191
63794,0.335939
63795,0.332762
63795,0.332762
63795,0.332762
63798,0.335984
63801,0.339192
63802,0.342264
63805,0.332601
63805,0.332601
63805,0.332601
63806,0.335664
63808,0.332799
63809,0.332779
63809,0.332779
63810,0.336357
63810,0.336357
63810,0.336357
63812,0.333135
63813,0.323514
63813,0.323514
63814,0.317166
63814,0.317166
63815,0.320371
63817,0.314058
63817,0.314058
63818,0.307878
63818,0.307878
63818,0.307878
63818,0.307878
63819,0.304905
63820,0.305071
63820,0.305071
63821,0.29893
63821,0.29893
63822,0.295965
63823,0.289704
63823,0.289704
63824,0.292736
63825,0.283548
63825,0.283548
63825,0.283548
63829,0.283484
63829,0.283484
63831,0.280413
63832,0.277254
63833,0.277164
63833,0.277164
63834,0.2803
63835,0.277251
63835,0.277251
63835,0.277251
63836,0.274167
63838,0.277246
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63840,0.276961
63841,0.273963
63842,0.270885
63844,0.27095
63844,0.27095
63845,0.289668
63845,0.289668
63845,0.289668
63845,0.289668
63847,0.286571
63848,0.289421
63849,0.298931
63849,0.298931
63850,0.301786
63855,0.307942
63855,0.307942
63856,0.310986
63857,0.317098
63857,0.317098
63857,0.317098
63857,0.317098
63858,0.32294
63858,0.32294
63859,0.329299
63859,0.329299
63860,0.329257
63860,0.329257
63860,0.329257
63860,0.329257
63861,0.342114
63861,0.342114
63861,0.342114
63861,0.342114
63862,0.342274
63862,0.342274
63863,0.345328
63864,0.342123
63868,0.345087
63868,0.345087
63868,0.345087
63869,0.338656
63869,0.338656
63869,0.338656
63869,0.338656
63870,0.33548
63871,0.332319
63871,0.332319
63871,0.332319
63872,0.341657
63872,0.341657
63872,0.341657
63873,0.34492
63874,0.344841
63874,0.344841
63875,0.345146
63875,0.345146
63877,0.339018
63877,0.339018
63878,0.34213
63878,0.34213
63878,0.34213
63883,0.345379
63883,0.345379
63883,0.345379
63884,0.348442
63885,0.345234
63887,0.345155
63887,0.345155
63890,0.348432
63891,0.342316
63891,0.342316
63892,0.339263
63893,0.342544
63894,0.339492
63895,0.333243
63895,0.333243
63896,0.333265
63896,0.333265
63897,0.336454
63898,0.33632
63898,0.33632
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63900,0.333567
63903,0.333724
63903,0.333724
63904,0.336942
63907,0.34013
63909,0.343339
63911,0.346255
63912,0.349461
63913,0.352383
63913,0.352383
63913,0.352383
63914,0.358846
63914,0.358846
63915,0.368188
63915,0.368188
63915,0.368188
63916,0.371418
63917,0.374693
63918,0.377911
63919,0.380789
63923,0.384067
63923,0.384067
63923,0.384067
63924,0.390556
63924,0.390556
63925,0.393498
63925,0.393498
63925,0.393498
63926,0.390208
63927,0.386877
63928,0.383557
63930,0.383168
63930,0.383168
63931,0.386269
63931,0.386269
63931,0.386269
63932,0.395592
63932,0.395592
63932,0.395592
63933,0.392269
63934,0.388964
63936,0.385713
63937,0.388794
63938,0.391881
63939,0.385389
63939,0.385389
63940,0.385232
63940,0.385232
63941,0.388113
63942,0.385002
63943,0.3785
63943,0.3785
63944,0.381575
63946,0.38457
63946,0.38457
63946,0.38457
63948,0.381466
63951,0.378184
63952,0.381418
63953,0.384609
63955,0.38452
63955,0.38452
63956,0.391011
63956,0.391011
63957,0.390985
63957,0.390985
63958,0.38464
63958,0.38464
63959,0.378165
63959,0.378165
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63960,0.393168
63962,0.393188
63962,0.393188
63966,0.399546
63966,0.399546
63967,0.402911
63967,0.402911
63967,0.402911
63968,0.409515
63968,0.409515
63969,0.406226
63971,0.402947
63973,0.399676
63974,0.399705
63974,0.399705
63975,0.402955
63976,0.396422
63976,0.396422
63978,0.396266
63978,0.396266
63979,0.39626
63979,0.39626
63980,0.399505
63982,0.406044
63982,0.406044
63984,0.409174
63985,0.409306
63985,0.409306
63986,0.412587
63989,0.419214
63989,0.419214
63992,0.41927
63992,0.41927
63994,0.422417
63995,0.425789
63997,0.42912
63999,0.425967
64001,0.423082
64001,0.423082
64001,0.423082
64002,0.423181
64002,0.423181
64003,0.423375
64003,0.423375
64004,0.423419
64004,0.423419
64005,0.417182
64005,0.417182
64007,0.413845
64008,0.417139
64009,0.417337
64009,0.417337
64010,0.413985
64010,0.413985
64010,0.413985
64011,0.414355
64011,0.414355
64012,0.417735
64013,0.421068
64014,0.424397
64015,0.424646
64015,0.424646
64016,0.421754
64018,0.422142
64018,0.422142
64019,0.422282
64019,0.422282
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64020,0.420439
64021,0.417286
64022,0.413934
64027,0.407707
64027,0.407707
64031,0.410852
64032,0.407589
64032,0.407589
64032,0.407589
64035,0.404328
64037,0.410536
64037,0.410536
64038,0.407201
64039,0.403958
64040,0.407219
64041,0.403755
64041,0.403755
64041,0.403755
64042,0.400436
64043,0.397126
64045,0.397159
64045,0.397159
64046,0.393771
64046,0.393771
64046,0.393771
64047,0.393361
64047,0.393361
64048,0.399804
64048,0.399804
64049,0.406039
64049,0.406039
64050,0.40937
64052,0.40891
64052,0.40891
64053,0.412244
64054,0.408617
64054,0.408617
64054,0.408617
64057,0.389026
64057,0.389026
64057,0.389026
64057,0.389026
64058,0.382458
64058,0.382458
64059,0.385541
64060,0.382661
64060,0.382661
64060,0.382661
64061,0.382534
64061,0.382534
64062,0.379656
64063,0.382535
64065,0.379556
